epoch,train_loss,train_mse,train_fc_loss,train_protein_corr_loss,balanced_val_rmse,balanced_val_delta_pcc
1,0.7517601467193441,0.7517397555899112,0.0,0.0,0.7887642234563828,0.18992776206420578
2,0.5187972143609473,0.5187432385505514,0.0,0.0,0.6338853091001511,0.2282288676177177
3,0.3909950421211567,0.3909186695484405,0.0,0.0,0.5734413266181946,0.25295760372818515
4,0.3302428677995154,0.3301590319643629,0.0,0.0,0.5361313223838806,0.27832566932491376
5,0.29930352213534905,0.2992141563841637,0.0,0.0,0.5176052078604698,0.28907005649027173
6,0.27665871159827454,0.2765634234281296,0.0,0.0,0.5012030452489853,0.30377646254636287
7,0.26576591615981243,0.265665684608703,0.0,0.0,0.49329450726509094,0.3120585836821213
8,0.25536378045031366,0.2552601767981306,0.0,0.0,0.48465847223997116,0.31857304446409573
9,0.25078946573937194,0.2506836563982862,0.0,0.0,0.4845563471317291,0.3168146534537668
10,0.24436455172427157,0.2442558785068228,0.0,0.0,0.47445181757211685,0.3301739421918918
11,0.2431037800109133,0.24299347527483675,0.0,0.0,0.4731781408190727,0.33226948594942285
12,0.23849313214738319,0.23838188483359965,0.0,0.0,0.47010383009910583,0.3371830432186462
13,0.23529719735713714,0.23518473702542325,0.0,0.0,0.4687681645154953,0.33815208981459044
14,0.23113493906690719,0.23102252534095277,0.0,0.0,0.46789781749248505,0.34072366508248303
15,0.22695657452370258,0.2268423244674155,0.0,0.0,0.46681565791368484,0.3400587750231031
16,0.2277167078028334,0.22760186708988028,0.0,0.0,0.46460551023483276,0.34099019504256073
17,0.22435107097980825,0.22423517038213445,0.0,0.0,0.4625850021839142,0.3445831739365649
18,0.22523773921296952,0.2251221274441861,0.0,0.0,0.4632561132311821,0.34575641992180917
19,0.22076366429633282,0.22064681129252656,0.0,0.0,0.45830564945936203,0.3522629733518504
20,0.21993881337186125,0.21982096262434694,0.0,0.0,0.46180569380521774,0.34776534422014255
21,0.21855839072389804,0.21843970487726497,0.0,0.0,0.4607941433787346,0.34827665267557717
22,0.21862053744336393,0.21850214296198905,0.0,0.0,0.4577611982822418,0.34988007879464716
23,0.21565599168868774,0.2155366914069399,0.0,0.0,0.4563465863466263,0.3530510068286414
24,0.21550562185175876,0.21538645916796745,0.0,0.0,0.45235539227724075,0.35641872561847804
25,0.21082521753108246,0.2107053354699561,0.0,0.0,0.4507109373807907,0.35920739296120263
26,0.21090873219865433,0.21078861584054662,0.0,0.0,0.45398375391960144,0.3535692335191441
27,0.21219436634094158,0.2120744300649521,0.0,0.0,0.4549822211265564,0.35438957886584727
28,0.20906449442214153,0.208944079406718,0.0,0.0,0.45295145362615585,0.35704981921308115
29,0.20655701420408615,0.20643558432447148,0.0,0.0,0.4508427232503891,0.3599066462028872
30,0.20742841064929962,0.20730779209035508,0.0,0.0,0.4512414112687111,0.35779008207678986
31,0.20696868890143455,0.20684651332966825,0.0,0.0,0.45090609788894653,0.3583281940910364
32,0.20462785502697559,0.20450624601638062,0.0,0.0,0.4492465406656265,0.3614263004935263
33,0.2052116409895268,0.20508910430238603,0.0,0.0,0.4479769095778465,0.36333793226632344
34,0.20294913712968218,0.20282761784310036,0.0,0.0,0.4500560238957405,0.3606261153770528
35,0.2030544585370003,0.20293276550921988,0.0,0.0,0.4489189013838768,0.36238015691232395
36,0.20280257628319112,0.20268055479577246,0.0,0.0,0.4444679021835327,0.36753252510749174
37,0.20303152818629083,0.20291024795238008,0.0,0.0,0.45169710367918015,0.3571842675087837
38,0.19936047018842495,0.19923862117402097,0.0,0.0,0.44607915729284286,0.3648142129454736
39,0.20075897174946805,0.20063764522684382,0.0,0.0,0.4464629217982292,0.36563649780497864
40,0.19873643143379943,0.19861487029714786,0.0,0.0,0.4416057616472244,0.37179318958581054
41,0.19721263837307057,0.19709133245843521,0.0,0.0,0.44300181418657303,0.36818713833470385
42,0.19792749938812662,0.19780669821069596,0.0,0.0,0.44376368075609207,0.3678695332566124
43,0.19614127912419907,0.19602042056144553,0.0,0.0,0.44548173248767853,0.3661372320617524
44,0.19795483350753784,0.19783424887251347,0.0,0.0,0.4466365575790405,0.36582219563352425
45,0.19729119919716043,0.19717091163422198,0.0,0.0,0.44363175332546234,0.3683654863115709
46,0.1929766091894596,0.19285525698611078,0.0,0.0,0.4430885389447212,0.3683692796261036
47,0.19512129305525028,0.19500112311637147,0.0,0.0,0.44459155201911926,0.36715261139623956
48,0.19561843891093073,0.19549846617465325,0.0,0.0,0.44431594759225845,0.36557296522767707
49,0.19405439115585166,0.1939346324256126,0.0,0.0,0.4406824856996536,0.3728295214288916
50,0.19242077241552638,0.19230093093628578,0.0,0.0,0.44416480511426926,0.3688631639454728
